# Program:featureCounts v2.0.3; Command:"/users/mugolini/subread-2.0.3-Linux-x86_64/bin/./featureCounts" "-p" "--countReadPairs" "-B" "--minOverlap" "10" "-s" "2" "-T" "12" "-t" "exon" "-g" "gene_id" "-a" "/scratch/mugolini/GRCz11_105_GENOME/Danio_rerio.GRCz11.105.gtf.gz" "-o" "raw_counts_proper_orientation_filtered_and_unfiltered.txt" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B1_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B3_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D3_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D1_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B2_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A4_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D1_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B3_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A2_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D1_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A1_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C3_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D2_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D2_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C1_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C1_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A2_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C1_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C2_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B1_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D3_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B4_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B1_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C2_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C3_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A3_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A3_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A2_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D3_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B2_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C2_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B3_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D1_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B2_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A2_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D4_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B2_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A1_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C4_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A1_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B1_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D2_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C3_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A3_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A3_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B4_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D4_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C1_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B3_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C3_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D2_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D3_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A4_aligned.unique.filtered.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C2_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C4_aligned.unique.sorted.bam" "/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A1_aligned.unique.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B1_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B3_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D3_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D1_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B2_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A4_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D1_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B3_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A2_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D1_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A1_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C3_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D2_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D2_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C1_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C1_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A2_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C1_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C2_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B1_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D3_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B4_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B1_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C2_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C3_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A3_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A3_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A2_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D3_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B2_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C2_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B3_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D1_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B2_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A2_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D4_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B2_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A1_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C4_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A1_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B1_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D2_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C3_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A3_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A3_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_B4_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D4_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C1_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_B3_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_C3_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_D2_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_D3_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_A4_aligned.unique.filtered.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C2_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/WT_C4_aligned.unique.sorted.bam	/scratch/mugolini/eSLAM/HISAT3N_Output/miR430_A1_aligned.unique.filtered.sorted.bam
ENSDARG00000103202	4;4;4	30402837;30403203;30403546	30402893;30403350;30403763	+;+;+	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0
ENSDARG00000009657	4;4;4;4;4;4;4;4	1722899;1722903;1725130;1725130;1726488;1726678;1728600;1729976	1722927;1722927;1725266;1725794;1726605;1726820;1728713;1730920	+;+;+;+;+;+;+;+	2014	174	3	57	244	8	71	59	105	2	193	3	20	139	88	5	26	301	237	263	253	85	94	1	55	134	11	0	4	108	177	31	176	24	8	93	131	100	187	0	144	5	239	194	82	179	0	16	229	11	32	118	49	2	253	84	2
ENSDARG00000096472	4;4	40758511;40758989	40758849;40759309	+;+	660	0	0	6	1	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	4	4	0	0	0	1	0	0	0	4	0	0	2	0	0
ENSDARG00000096156	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	11099041;11099358;11099580;11099761;11099949;11100135;11100346;11100935;11101117;11101426;11101906;11102356;11102787;11103595;11104019;11105876;11106595	11099241;11099420;11099642;11099823;11100026;11100191;11100405;11101018;11101335;11101740;11101977;11102658;11103104;11103909;11104327;11106184;11106856	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076160	4;4;4;4;4;4;4;4;4;4;4;4;4	40835393;40836022;40836371;40836639;40836875;40837139;40837383;40837761;40837991;40838055;40838266;40838555;40838572	40835453;40836246;40836519;40836781;40837032;40837256;40837505;40837909;40838167;40838167;40838474;40839221;40838888	+;+;+;+;+;+;+;+;+;+;+;+;+	2179	174	558	2536	235	336	0	1017	565	3	1022	4	1007	1462	1408	102	726	293	741	806	128	2550	4	92	732	605	496	12	277	503	239	789	855	230	233	3	1350	340	18	52	4	163	1820	1011	12	503	0	385	104	831	598	1802	500	0	741	281	17
ENSDARG00000117163	4;4;4	30409750;30421584;30422235	30410604;30421733;30422325	-;-;-	1096	12	5	84	25	4	3	38	14	7	44	1	21	97	92	6	18	10	29	50	18	88	9	4	19	21	3	3	6	47	12	33	22	9	5	12	58	7	22	0	8	6	61	33	5	18	0	17	25	12	15	55	42	0	37	0	4
ENSDARG00000096187	4;4;4;4;4;4;4;4;4;4;4;4;4;4	11112580;11113374;11113556;11113850;11114498;11115218;11115612;11116014;11116428;11116991;11117372;11119979;11121372;11122316	11112626;11113457;11113774;11114164;11114788;11115535;11115935;11116328;11116721;11117296;11117656;11120287;11121587;11122638	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3646	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	2	2	0	1	0	0	1	2	0	1	0	2	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	2	0	1
ENSDARG00000076014	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	8213063;8213156;8233142;8233142;8259644;8259644;8263171;8263171;8264589;8269076;8270998;8289396;8296532;8305937;8316811;8336386;8354300;8376366;8448404;8475206;8492028;8515687	8213357;8213357;8233997;8233997;8260060;8260060;8263622;8263245;8264744;8269243;8271165;8289533;8296672;8306077;8317004;8336521;8354431;8376526;8448551;8475304;8492213;8515824	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4126	78	1	2	50	4	29	7	15	1	20	3	2	11	3	10	11	56	39	39	29	4	14	2	3	10	4	7	6	14	41	15	15	9	1	33	12	15	31	0	24	4	33	36	41	17	1	1	39	1	2	10	10	12	28	29	4
ENSDARG00000098876	4;4	30428468;30439967	30430293;30440116	-;-	1976	5	8	62	8	12	1	21	8	0	21	0	11	119	116	1	27	5	29	17	10	63	0	3	20	19	16	0	2	27	5	14	21	3	4	2	51	13	1	0	1	1	76	14	1	18	0	16	3	17	19	75	27	0	22	8	1
ENSDARG00000031930	4;4;4;4;4;4;4;4;4	8376362;8376362;8448404;8448404;8475206;8475206;8478598;8492028;8515687	8376526;8376526;8448551;8448551;8475304;8475304;8478624;8492213;8515824	+;+;+;+;+;+;+;+;+	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096435	4;4	40839314;40839633	40839531;40839875	+;+	461	4	6	16	0	0	0	6	6	0	6	0	0	2	2	0	1	0	1	1	2	16	0	2	1	2	1	0	0	3	2	1	3	0	2	0	45	0	0	0	0	2	16	0	0	1	0	15	0	3	2	16	3	0	1	0	0
ENSDARG00000103471	4;4;4	30454496;30454875;30459185	30454538;30455024;30460765	+;+;+	1774	29	52	542	52	28	5	180	57	4	189	3	98	478	446	22	71	26	82	93	17	549	3	9	173	82	17	6	11	171	51	86	46	43	44	9	274	31	6	3	14	19	733	103	11	24	1	69	35	32	78	716	170	2	185	8	1
ENSDARG00000093665	4;4;4	40846483;40853631;40854506	40847768;40853781;40854534	-;-;-	1466	4	5	102	12	14	3	113	10	1	115	2	13	149	140	3	20	23	28	57	11	102	3	1	28	30	10	0	7	72	19	51	33	9	5	2	60	15	5	0	7	1	143	19	1	17	0	21	10	21	25	141	68	0	36	0	0
ENSDARG00000098144	4;4	40858450;40861793	40858599;40861846	+;+	204	2	0	4	0	1	1	2	0	0	2	0	0	23	18	1	7	0	8	2	1	4	2	0	0	2	1	0	0	7	0	2	3	0	0	0	8	1	0	0	0	2	14	0	0	1	0	2	2	2	2	14	7	1	0	2	0
ENSDARG00000093658	4;4;4;4;4;4;4;4;4;4;4;4	1732825;1736217;1736496;1736938;1738913;1741275;1743811;1746152;1747818;1748357;1750782;1757232	1735043;1736379;1736593;1737090;1738993;1741361;1743988;1746323;1747938;1748507;1750936;1757460	-;-;-;-;-;-;-;-;-;-;-;-	3807	444	5	14	428	1	580	19	238	10	134	12	13	55	32	4	13	315	279	300	424	38	692	21	15	125	11	4	13	72	296	17	272	5	6	325	107	90	332	0	381	11	116	352	261	266	13	12	377	7	13	42	24	13	281	257	14
ENSDARG00000095324	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	5215950;5218178;5218454;5218694;5218695;5219019;5219019;5219882;5219882;5220099;5220099;5222344;5222344;5222571;5222571;5222740;5222740;5222998;5222998	5216294;5218382;5218620;5218878;5218878;5219216;5219216;5219996;5219996;5220284;5220284;5222481;5222481;5222666;5222666;5222904;5222904;5223138;5223170	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1973	0	2	5	4	2	0	4	2	0	4	0	1	8	7	0	0	1	0	1	0	5	0	0	0	4	0	0	0	2	0	1	0	4	0	0	8	2	0	0	1	0	4	1	0	0	0	1	0	0	4	4	2	0	0	2	0
ENSDARG00000098510	4;4;4;4;4;4	40880433;40880737;40880769;40882546;40882546;40883110	40881466;40880763;40881466;40882630;40882695;40883162	-;-;-;-;-;-	1237	2	7	115	0	3	0	28	9	0	29	0	13	73	65	0	9	7	10	18	9	115	0	4	25	6	4	0	7	8	4	16	23	0	4	1	16	4	0	0	0	2	28	13	0	4	0	6	0	17	6	27	8	0	26	0	0
ENSDARG00000021336	4;4;4;4;4;4;4	19700308;19700502;19701455;19703576;19703776;19703949;19704083	19700433;19700717;19701536;19703689;19703858;19704012;19704628	+;+;+;+;+;+;+	1231	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	4	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0
ENSDARG00000094646	4;4;4;4;4;4;4;4;4;4;4	13449775;13452437;13452907;13453364;13453372;13453372;13453372;13457027;13457027;13457027;13457027	13450109;13452813;13452922;13453499;13453499;13453499;13453499;13462784;13462784;13461594;13461594	+;+;+;+;+;+;+;+;+;+;+	6622	105	41	1562	380	115	27	1235	69	0	1302	2	274	1333	1246	32	322	135	452	335	149	1576	64	13	274	656	54	0	27	2028	63	259	173	242	17	41	1624	145	75	1	56	25	1199	358	27	109	0	192	164	95	623	1155	1981	0	327	66	2
ENSDARG00000021595	4;4;4;4	22365061;22413779;22415363;22418493	22366063;22414009;22415396;22419743	+;+;+;+	2519	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	3	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0
ENSDARG00000096039	4;4;4;4;4;4;4	11124613;11124613;11124950;11124950;11125174;11125349;11125515	11124859;11124859;11125003;11125166;11125227;11125408;11125650	-;-;-;-;-;-;-	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096153	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	11124614;11124950;11125174;11125349;11125515;11125674;11125923;11126426;11126608;11126915;11127564;11129125;11129687;11131315;11132070;11132498	11124859;11125003;11125227;11125408;11125592;11125730;11125982;11126509;11126826;11127229;11127860;11129442;11130001;11131626;11132378;11132617	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2898	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSDARG00000095200	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	49765093;49765997;49775217;49776715;49777547;49777547;49777822;49789371;49789371;49789371;49791245;49791245;49791245;49791956;49791956;49800366;49800366;49800366;49801164;49801164;49801568;49808631	49765752;49766043;49775390;49776888;49777995;49777995;49777995;49791138;49791138;49791138;49792040;49791440;49791440;49792040;49792040;49800473;49800473;49800473;49801268;49801268;49801679;49808690	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4453	1	0	7	1	0	0	5	0	0	5	0	3	5	5	0	0	0	0	2	0	7	0	0	0	3	0	0	0	3	0	2	0	1	0	0	5	0	0	0	0	1	6	3	0	0	0	1	0	0	3	6	3	0	0	2	0
ENSDARG00000096463	4;4;4;4;4;4;4;4	40971399;40971575;40971750;40971886;40971936;40972111;40972111;40972350	40971469;40971680;40971849;40972024;40972024;40972176;40972176;40972393	-;-;-;-;-;-;-;-	526	3	16	95	2	21	0	112	16	0	112	0	40	122	119	1	107	8	109	57	16	95	0	10	16	111	17	0	8	103	3	57	76	2	3	0	41	21	2	0	0	3	34	40	0	17	0	7	1	76	110	34	103	0	16	11	2
